AMC Name,AMC Launch Date,Mutual Fund Name,AUM,Type,Scheme Launch Date,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return,Exit Load Per,Exit Load Days
HSBC,2002-05-27,HSBC Business Cycles Fund Direct Growth,607.49211677,Equity,2014-08-20,1.37,Sectoral / Thematic,30.1618,5000,1000,204.132,6.0221643537,26.5476636292,36.235441677118,117.76600315051,98.493669233781,88.282052869436,0.0,1.0,365
MAHINDRA,2016-02-04,Mahindra Manulife Large & Mid Cap Fund Direct   Growth,1261.4179,Equity,2019-12-30,0.48,Large & MidCap,20.8054,1000,500,109.669,7.13030238,24.3322896653,35.206644612537,120.65078980878,0.0,0.0,0.0,1.0,90
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Equity & Debt Fund Direct Growth,23711.21926203,Hybrid,2013-01-01,1.13,Aggressive Hybrid,297.04,5000,100,424.995584,6.1959551204,23.6632963009,43.616507200154,116.28702423404,108.2107328009,121.75794657514,436.94670280036,1.0,365
HSBC,2002-05-27,HSBC Value Fund Direct Growth,8555.34388368,Equity,2013-01-01,0.82,Value,76.7749,5000,1000,523.215354,7.5204311809,31.130173088,35.291465660906,119.2174753418,112.34278634361,104.27742755734,563.47986923606,1.0,365
RELIANCE,1995-06-30,Nippon India Consumption Fund Direct Growth,434.1099,Equity,2012-12-31,1.43,Sectoral / Thematic,158.3402,5000,100,296.691114,5.2808566522,23.8595000688,42.41169995396,116.84449298496,141.45180459603,141.84456534762,350.38803596305,1.0,30
ITI,2018-05-14,ITI Small Cap Fund Direct   Growth,1294.6958,Equity,2020-02-17,0.28,Small Cap,18.6173,5000,500,84.089,5.2297930719,32.5668815036,12.459222696005,113.9922814033,0.0,0.0,0.0,1.0,360
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Technology Direct Plan Growth,10641.78267386,Equity,2013-01-01,0.9,Sectoral / Thematic,156.96,5000,100,702.003082,5.4355165429,12.2654396434,6.28233052001,126.50130548303,153.36686678566,162.83453963979,597.09821428571,1.0,15
Invesco,2006-07-24,Invesco India Mid Cap Fund Direct Growth,3150.2518,Equity,2013-01-01,0.7,Mid Cap,120.48,1000,500,576.22812,3.4733022291,26.3957783641,28.996122361051,115.31823085221,141.84168012924,126.30385487528,674.64424320828,1.0,365
RELIANCE,1995-06-30,Nippon India Value Fund Direct Growth,5317.7995,Equity,2012-12-31,1.22,Value,156.5225,500,100,356.23992,7.3944296839,25.9260352528,31.075410701873,116.99534647136,110.34020948269,109.63566914849,440.01621654909,1.0,360
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Flexi Cap Fund Direct Growth,11136.94830645,Equity,2013-01-01,0.83,Flexi Cap,1230.6505,5000,500,387.203193,6.8468585755,24.130987498,32.580828933343,115.91766430192,106.21563677801,100.32385884409,415.81728106743,1.0,365
JM_FINANCIAL,1994-09-15,JM Flexicap Fund Direct Plan Growth,397.41012149,Equity,2013-01-01,1.46,Flexi Cap,71.6842,1000,100,414.96307,5.9080521775,29.7185051805,42.938291556992,113.15866397027,113.6135920705,109.01712463988,480.49370882714,1.0,365
RELIANCE,1995-06-30,Nippon India Focused Equity Fund Direct Growth,6505.9975,Equity,2012-12-31,1.21,Focused,96.8966,5000,100,459.047455,6.4975532637,18.6703051111,29.548451874843,113.21998627244,104.32176993152,99.335022683614,561.28334632724,1.0,360
UTI,2002-11-14,UTI Core Equity Fund Direct Growth,1793.4885,Equity,2013-01-01,1.63,Large & MidCap,124.0163,5000,500,294.331226,7.0956223176,25.4671339431,28.730527875394,116.31615630277,103.12122504664,96.102667274413,303.07426898884,1.0,365
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Banking & Financial Services Fund Direct Growth,2744.3437,Equity,2013-12-14,1.07,Sectoral / Thematic,51.08,1000,1000,417.2,7.5707154742,32.0061255743,30.969865788807,111.88037689471,74.317492416582,65.875561257216,0.0,1.0,30
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Multicap Fund Direct Plan Growth,7972.03787985,Equity,2013-01-01,1.05,Multi Cap,589.13,5000,100,376.017442,5.9165962952,25.8647194466,30.587922555491,112.80051981806,94.329981869128,98.111305282968,411.40799861195,1.0,360
ESCORTS,1996-04-15,Quant Focused Fund Direct Growth,313.27360028,Equity,2013-01-07,0.57,Focused,69.0447,5000,1000,448.008121,8.5275981114,24.6371191036,30.572904167005,121.77939118489,121.33892419661,115.58427376454,528.80348725042,0.0,0
IDFC,1999-12-20,Bandhan Core Equity Fund Direct Growth,2672.9188,Equity,2013-01-01,0.85,Large & MidCap,95.536,1000,100,317.067292,6.9234465265,28.5106097233,32.203647416413,115.22492127755,105.03321191343,97.256235827664,348.36004123325,1.0,365
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Digital India Fund Direct Growth,3643.0964,Equity,2013-01-01,0.83,Sectoral / Thematic,144.17,1000,100,686.178414,4.5244893477,18.5108325724,11.061843640606,121.17738187452,158.45401882694,167.05948372615,547.48299319728,1.0,30
MIRAE_ASSET,2019-04-26,Mirae Asset Great Consumer Fund Direct Growth,2463.54627317,Equity,2013-01-01,0.49,Sectoral / Thematic,79.241,5000,1000,489.331057,3.8748429648,26.5900102067,40.844245714894,113.08117684956,123.14460811874,119.63144351291,504.63893967093,1.0,365
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Taxshield Direct Growth,5028.50521068,Equity,2013-01-01,0.85,ELSS,1109.9312,500,500,359.705986,6.8428947603,24.6223253399,31.177279018065,112.07974561231,91.292110937095,91.196101501653,381.06801287843,0.0,0
PEERLESS,2009-12-04,Navi Large & Midcap Fund Direct Growth,259.971965,Equity,2015-12-07,0.35,Large & MidCap,31.8626,10,10,223.07,5.2420694643,23.9487738252,34.834977713226,115.95876950227,104.69103419437,107.37930636061,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential MNC Fund Direct   Growth,1397.83111577,Equity,2019-06-17,0.91,Sectoral / Thematic,23.11,5000,100,130.0,5.7471264368,20.0417536534,31.203650884198,115.35580524345,130.0,0.0,0.0,1.0,360
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Prima Direct Fund Growth,8363.12125653,Equity,2013-01-01,0.78,Mid Cap,1932.7619,5000,500,478.392501,4.0061471119,25.0380551872,23.86218710748,107.76150086072,98.928814274575,89.395636990639,523.75564622239,1.0,365
HDFC,1999-12-10,HDFC Balanced Advantage Fund Direct Plan Growth,57778.8837,Hybrid,2013-01-01,0.85,Dynamic Asset Allocation,390.084,100,100,310.436563,5.2525897622,25.69343679,40.774629280422,107.77149206451,90.011431698046,104.81626978694,397.33585149817,1.0,365
RELIANCE,1995-06-30,Nippon India Tax Saver (ELSS) Fund Direct Growth,12198.8806,Equity,2013-01-01,1.05,ELSS,97.2102,500,500,291.359637,6.3991039965,22.0027364032,31.025991571174,106.66559132026,79.700222194335,67.717566166364,365.72730881628,0.0,0
Invesco,2006-07-24,Invesco India PSU Equity Fund Direct Growth,473.9378,Equity,2013-01-01,0.96,Sectoral / Thematic,42.21,1000,500,306.730769,7.9632465544,44.3686006826,49.41716707877,105.83941605839,125.11974454497,124.04661016949,394.15887850467,1.0,365
BOI_AXA,2008-03-31,Bank of India Tax Advantage Direct Growth,791.8273,Equity,2013-01-01,1.26,ELSS,129.42,500,500,447.574468,6.0054370212,25.1264099572,22.57572871023,108.8961038961,143.43548997351,115.68890378813,460.94158674804,0.0,0
Tata,1995-06-30,Tata Digital India Fund Direct Growth,7455.71255372,Equity,2015-12-28,0.36,Sectoral / Thematic,38.9445,5000,150,285.754,3.83184664,14.0396673594,9.713255328467,118.40406739741,146.11389707665,150.76806063876,0.0,0.25,30
ESCORTS,1996-04-15,Quant Large and Mid Cap Fund Direct Growth,901.61320146,Equity,2013-01-07,0.56,Large & MidCap,85.8227,5000,1000,494.155576,7.5255359371,24.192882551,40.397248691014,114.59194933789,143.13673035496,131.69036572309,609.91095434252,0.0,0
MAHINDRA,2016-02-04,Mahindra Manulife ELSS Fund Direct  Growth,624.7861,Equity,2016-10-18,0.68,ELSS,24.4983,500,500,146.08,5.2262484072,23.5018970951,30.509724056366,108.81666595952,111.2909457777,103.00447949579,0.0,0.0,0
HDFC,1999-12-10,HDFC Taxsaver Direct Plan Growth,10930.2666,Equity,2013-01-01,1.16,ELSS,977.617,500,500,299.004923,5.3656989212,26.3927043951,40.496080342266,105.93724276172,88.598173866339,86.689806683388,350.51526079207,0.0,0
Taurus,1993-08-20,Taurus Discovery (Midcap) Fund Direct   Growth,88.4088,Equity,2013-01-01,2.23,Mid Cap,95.7,500,500,426.895003,5.1075268817,29.1316912068,27.795179082119,108.53333333333,131.30391915208,101.67633784655,546.28099173554,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Multi Asset Fund Direct Growth,19973.7432009,Hybrid,2013-01-01,1.03,Multi Asset Allocation,581.0415,5000,100,391.569422,5.3436235136,24.7214499264,46.8745677591,107.90355744484,105.71607548073,119.74904040385,418.06828577066,1.0,365
Tata,1995-06-30,Tata Resources & Energy Fund Direct Growth,268.46662671,Equity,2015-12-28,0.82,Sectoral / Thematic,35.9382,5000,150,254.134,3.403128367,22.212942768,16.895197227265,107.23770064898,145.65003260221,137.67701579887,0.0,0.25,30
SBI,1987-06-29,SBI Technology Opportunities Fund Direct Growth,3021.1506,Equity,2013-01-09,0.88,Sectoral / Thematic,168.427,5000,500,626.967,4.534910947,17.4464488024,13.828078097984,114.19789257129,142.07496753932,153.24764708196,487.56198651651,0.5,15
Invesco,2006-07-24,Invesco India Multicap Fund Direct Growth,2586.6394,Equity,2013-01-01,0.65,Multi Cap,104.15,1000,500,480.100615,6.0386226627,23.9312156675,20.604299825682,105.79020424351,114.11182174541,94.599662478904,542.20297029703,1.0,365
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Multi Cap Fund Direct Growth,1804.7078,Equity,2013-01-02,1.12,Multi Cap,213.698,5000,500,320.586688,4.3513844517,23.9353629657,28.752909948914,107.04337664522,109.16701250384,106.30318183263,377.80615602185,1.0,360
DSP,1996-12-16,DSP Nifty 50 Equal Weight Index Fund Direct   Growth,620.519,Other,2017-10-23,0.4,Index,18.6584,100,100,88.921,5.1243100071,23.0539253682,31.316424197348,111.39669680423,95.736546550902,87.93247518055,0.0,0.0,0
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Nifty Bank Index Fund Direct   Growth,415.4151,Other,2019-09-06,0.33,Index,16.4643,500,500,68.532,5.478851907,27.3669891173,33.115334186373,103.91046581972,0.0,0.0,0.0,1.0,15
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Banking and Financial Services Direct Plan Growth,6961.30268708,Equity,2013-01-01,1.02,Sectoral / Thematic,108.94,5000,100,378.537837,5.7439773264,26.0047281324,24.699197860962,101.67567567567,62.429255550718,72.571692876965,474.58932238193,1.0,15
SBI,1987-06-29,SBI Long Term Equity Fund Direct Plan Growth,14429.8408,Equity,2013-01-01,1.0,ELSS,297.2971,500,500,342.384706,7.5011430521,31.5490502946,38.497748952894,109.75283457801,109.88538481649,110.23559965634,369.67601753895,0.0,0
LIC,1994-04-20,LIC MF Banking & Financial Services Fund Direct Growth,174.5446,Equity,2015-03-27,1.54,Sectoral / Thematic,18.9335,5000,1000,94.812,6.7229100471,31.8747673041,37.946368509378,101.95515378954,68.924344244526,72.212547404153,0.0,1.0,90
KOTAK_MAHINDRA,1994-08-05,Kotak Pioneer Fund Direct   Growth,1794.6692,Equity,2019-10-31,0.43,Sectoral / Thematic,21.886,100,100,119.47,5.3574000288,25.3899331543,24.649287215312,109.03895609106,0.0,0.0,0.0,1.0,365
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Equity Advantage Fund Direct Growth,2767.14213671,Equity,2013-01-01,1.02,Large & MidCap,145.7016,5000,500,309.961218,5.9961180749,17.1726782574,20.251219975292,104.6213815472,82.30670308637,76.723746388225,345.38602045787,1.0,365
KOTAK_MAHINDRA,1994-08-05,Kotak Tax Saver Fund Direct Growth,3855.2552,Equity,2013-01-01,0.59,ELSS,96.566,500,500,376.379302,5.6764006386,24.5392648715,31.7849404117,104.38983406847,106.87969045645,116.09077988986,448.71997293335,0.0,0
IIFL,2010-03-22,360 ONE Focused Equity Fund Direct Growth,4085.4839943,Equity,2014-10-30,0.9,Focused,38.1777,1000,1000,288.102,5.3336952097,27.2845340741,29.167124290682,106.27375112278,126.78782212353,150.22533703844,0.0,1.0,360
Edelweiss,2008-04-30,Edelweiss Large & Mid Cap Direct Plan Growth,2046.4168,Equity,2013-01-01,0.52,Large & MidCap,68.681,5000,100,376.34065,4.6771485269,21.5226213472,26.822141258715,104.27775626322,110.80233630495,105.96503874572,392.87716524114,1.0,90
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Exports and Services Fund Direct Growth,1064.29561919,Equity,2013-01-07,1.83,Sectoral / Thematic,118.26,5000,100,508.996898,6.9657615112,23.3556765815,35.254937988056,104.44367297344,100.74995738878,95.647840531561,448.06886924151,1.0,15
JM_FINANCIAL,1994-09-15,JM Tax Gain Direct Plan Growth,84.32895477,Equity,2013-01-01,1.42,ELSS,36.7739,500,500,412.35009,4.6760279651,25.5175502283,30.808395089664,106.2447389106,106.74609383732,102.09431519608,469.78638862793,0.0,0
UTI,2002-11-14,UTI Banking and Financial Services Fund Direct Plan Growth,924.3247,Equity,2013-01-01,1.34,Sectoral / Thematic,151.1975,5000,500,213.799519,6.0526025446,27.3866484763,29.459761158956,100.56516123416,53.24046453309,48.196165894851,297.4060067418,1.0,30
DHFL_PRAMERICA,2010-05-13,PGIM India ELSS Tax Saver Fund Direct Growth,540.3388,Equity,2015-12-11,0.89,ELSS,30.01,500,500,203.8,4.1838134431,22.1552070768,31.117824773413,105.82655826558,106.10583446404,105.68720379147,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Tax Saver Fund Direct Growth,16633.98352309,Equity,2015-12-28,0.56,ELSS,38.825,500,500,288.76,5.6011300049,21.271485167,24.902811244979,102.46862142597,111.81213904326,127.2520021044,0.0,0.0,0
DSP,1996-12-16,DSP Tax Saver Direct Plan Growth,11302.9639,Equity,2013-01-01,0.77,ELSS,101.093,500,500,428.887155,6.4929217624,21.8344953161,24.213778868818,101.6036314621,105.65576090913,111.61648738062,464.68269390928,0.0,0
Taurus,1993-08-20,Taurus Infrastructure Fund Direct Growth,5.8848,Equity,2013-01-01,2.07,Sectoral / Thematic,49.05,500,500,276.994578,7.2498898193,23.1528340081,24.794871794871,101.28205128205,101.36532892015,81.740104555638,401.75257731959,0.5,7
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Focused Equity Fund Direct Growth,4543.85057009,Equity,2013-01-10,0.7,Focused,66.21,5000,100,334.201954,7.2923374115,27.1461274323,36.830219667419,105.83693638048,112.9392971246,112.12603437301,356.50684931507,1.0,365
KOTAK_MAHINDRA,1994-08-05,Kotak Equity Opportunities Fund Direct Growth,13765.53184818,Equity,2013-01-01,0.49,Large & MidCap,264.422,100,100,419.443902,5.4322133384,25.6913613518,32.383024918829,103.10881224883,114.13577561903,115.22450169206,450.87446640971,1.0,365
RELIANCE,1995-06-30,Nippon India Vision Direct Growth,3366.4049,Equity,2012-12-31,1.57,Large & MidCap,1016.3478,5000,100,273.332801,5.1073115027,23.4671033874,28.081919746376,101.36364925238,93.547574930176,88.785320717515,333.07943003749,1.0,360
MIRAE_ASSET,2019-04-26,Mirae Asset Emerging Bluechip Fund Direct Growth,26684.26432196,Equity,2013-01-01,0.67,Large & MidCap,119.459,1,1000,750.677603,5.5638658512,19.3509326715,21.907964674135,101.64508166233,116.4087024369,131.28611876042,850.09161156696,1.0,365
HDFC,1999-12-10,HDFC Top 100 Fund Direct Plan Growth,24819.0428,Equity,2013-01-01,1.12,Large Cap,899.356,100,100,296.753777,6.2872026857,25.9933170861,36.832606996036,100.08767079835,78.842643911486,92.796605672635,340.11066481256,1.0,365
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Dividend Yield Fund Direct Growth,933.2977,Equity,2013-01-01,1.62,Dividend Yield,332.33,1000,1000,245.778612,5.7338645418,29.1269316103,29.00641648843,100.5561937005,109.77614771721,88.563633263229,303.72398685652,1.0,90
KOTAK_MAHINDRA,1994-08-05,Kotak India EQ Contra Fund Direct Growth,1688.0623,Equity,2013-01-01,0.75,Contra,113.207,100,100,383.599407,5.8700287383,26.6097560976,32.126246615915,102.71944617023,106.31955484897,107.07524932004,399.59315805591,1.0,90
Tata,1995-06-30,Tata Banking and Financial Services Fund Direct Growth,1503.84456322,Equity,2015-12-28,0.56,Sectoral / Thematic,35.9141,5000,150,266.303,7.5527042105,36.2562027125,34.926183495159,98.23950903246,82.892706819849,87.442048489934,0.0,0.25,30
Axis,2009-09-04,Axis Growth Opportunities Fund Direct   Growth,9438.186001,Equity,2018-10-22,0.56,Large & MidCap,24.25,500,100,143.0,1.973131822,19.010289074,21.318022965551,103.5175879397,119.11632100992,0.0,0.0,1.0,360
CANARA_ROBECO,1987-12-19,Canara Robeco Consumer Trends Fund Direct Growth,1114.9731,Equity,2013-01-02,0.93,Sectoral / Thematic,88.28,5000,1000,436.610374,3.598043782,21.8266465836,33.769357991279,101.28959276018,122.75913870806,119.73326747345,483.79265091863,1.0,365
Tata,1995-06-30,Tata Focused Equity Fund Direct   Growth,1329.92518113,Equity,2019-12-05,0.6,Focused,18.318,5000,150,83.309,6.2821062885,23.2768650343,28.499025614423,98.954805939046,0.0,0.0,0.0,1.0,365
Axis,2009-09-04,Axis Midcap Direct Plan Growth,21779.957101,Equity,2013-01-01,0.53,Mid Cap,86.27,500,100,526.361656,3.1451805788,19.625520111,23.020967051775,102.46478873239,128.96203875763,126.91397000789,619.34945788157,1.0,360
PPFAS,2012-10-10,Parag Parikh Tax Saver Fund Direct   Growth,1741.7159,Equity,2019-07-24,0.78,ELSS,23.0479,500,1000,132.229,4.077425369,23.8085844827,33.558587055291,105.69259793979,131.9298105444,0.0,0.0,0.0,0
HDFC,1999-12-10,HDFC Capital Builder Value Fund Direct Plan Growth,5723.9881,Equity,2013-01-01,1.01,Value,548.831,100,100,368.5782,6.1660036452,24.2472019947,29.395606973296,100.37013494125,88.76018861339,78.185101200974,384.80792385506,1.0,365
Tata,1995-06-30,Tata Large & Mid Cap Fund Direct Plan Growth,4638.98745364,Equity,2013-01-01,0.87,Large & MidCap,448.2632,5000,150,404.058842,4.9016069084,27.1886910301,35.460695715921,99.37091279807,104.09300904891,120.19105531581,414.42653489803,1.0,90
Sundaram,1996-02-26,Sundaram Multi Cap Fund Direct Growth,1985.69955304,Equity,2013-01-02,0.96,Multi Cap,289.515,100,100,392.826939,5.1736653755,19.6079924323,24.960820451097,99.086130857961,94.474254160894,88.004984968343,421.82303984402,1.0,365
Edelweiss,2008-04-30,Edelweiss Flexi Cap Fund Direct Growth,1238.0416,Equity,2015-02-03,0.51,Flexi Cap,29.308,5000,100,194.69,5.2877916324,23.1158088235,27.587998441356,101.01637107776,100.31948881789,96.316034907734,0.0,1.0,90
Sundaram,1996-02-26,Sundaram Large and Mid Cap Fund Direct Growth,5371.17995177,Equity,2013-01-08,0.74,Large & MidCap,67.1826,100,100,340.522514,5.4555338862,21.0582031397,24.960545769675,100.95968606125,107.25267256897,92.951379883316,550.73773249387,1.0,365
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Long Term Equity Fund Direct Growth,2457.1842,Equity,2015-01-21,0.72,ELSS,34.7366,500,500,250.336,4.2176595529,28.7275907302,25.690545296686,99.050021590418,100.54725513767,82.603619381202,0.0,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life India GenNext Direct Fund Growth,3855.796,Equity,2013-01-01,0.86,Sectoral / Thematic,178.76,1000,1000,457.27104,5.2597744141,21.2780284156,32.628865979381,100.94834318866,109.23559479554,108.55720240852,467.63315474314,1.0,30
PPFAS,2012-10-10,Parag Parikh Flexi Cap Fund Direct Growth,37699.01872064,Equity,2013-05-28,0.69,Flexi Cap,60.8634,1000,1000,510.311,3.5158807426,25.2305324715,24.706730936233,102.6453322354,138.48191782428,136.49048707715,512.798963793,1.0,730
Edelweiss,2008-04-30,Edelweiss Recently Listed IPO Fund Direct   Growth,930.71070226,Equity,2018-02-22,0.84,Sectoral / Thematic,20.8696,5000,100,108.926,8.4017786264,24.70960425,12.737358421333,100.51057132163,137.15719215401,108.92182156357,0.0,2.0,180
HSBC,2002-05-27,HSBC Midcap Fund Direct Growth,7525.5555011,Equity,2013-01-01,0.71,Mid Cap,263.6992,5000,1000,511.147148,5.4673204742,21.4470785172,21.728232349042,97.84396502407,101.02739385065,80.42834665587,590.78619099751,1.0,365
UNION_KBC,2009-12-30,Union Value Discovery Fund Direct   Growth,163.3503,Equity,2018-12-05,1.51,Value,20.64,1000,1000,107.7,7.5608493009,25.045153522,33.055733504163,96.685606060606,104.02750491159,0.0,0.0,1.0,15
HSBC,2002-05-27,HSBC Small Cap Equity Fund Direct Growth,300.28936687,Equity,2013-01-01,1.09,Small Cap,90.7368,5000,500,332.477467,1.0639151006,-8.7601949548,66.196182151871,98.172399032035,81.4736,44.441189954663,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Bharat Consumption Fund Direct   Growth,1967.32104341,Equity,2019-04-12,1.37,Sectoral / Thematic,19.49,5000,100,94.7,6.4516129032,21.611492817,47.276853252647,96.07250755287,106.03174603175,0.0,0.0,1.0,90
